date,u_rate,seperation_rate,job_finding_rate
1990-02-01,,,
1990-03-01,,,
1990-04-01,0.0531501790981033,0.015289705607182078,0.29539872195962996
1990-05-01,0.05336548873977443,0.014874521849512629,0.2830164420533483
1990-06-01,0.05337599557468118,0.014903253188614775,0.28217584153109504
1990-07-01,0.05369548492118117,0.015095890963225526,0.281399513400767
1990-08-01,0.05486172911728793,0.01567362842706965,0.27589309376127974
1990-09-01,0.05687736966756599,0.01563940744228055,0.2573162680835757
1990-10-01,0.05825975495163873,0.015542323969398584,0.26044277569111435
1990-11-01,0.05977065056053415,0.016006759419471574,0.2552710816117096
1990-12-01,0.061140451818954465,0.01636248276987316,0.2582830424665939
1991-01-01,0.06261814366783541,0.016604309890774726,0.2514523778708309
1991-02-01,0.063951474995379,0.016772662769549543,0.24905496015841755
1991-03-01,0.0657443502708345,0.017524413846128507,0.24741710198261616
1991-04-01,0.06676179064753843,0.0174543250877368,0.25604181917128394
1991-05-01,0.06797905533301057,0.017450279887706917,0.24915746914945658
1991-06-01,0.06824205402202622,0.016824737210859628,0.2523092249856732
1991-07-01,0.06869989218409542,0.016824622345635417,0.23970039771766774
1991-08-01,0.06851968383997703,0.016725947440754948,0.24681084359022995
1991-09-01,0.06854087536852525,0.01685402055952258,0.2483552241722895
1991-10-01,0.06912727082324065,0.01704688398377763,0.24804113724494972
1991-11-01,0.06972486806858501,0.016727126755936163,0.24465651128270527
1991-12-01,0.07097498876221409,0.01679430836848174,0.22894189167398069
1992-01-01,0.07201689509642215,0.01715581423967603,0.23647402917164972
1992-02-01,0.07329390205617019,0.017439683343124724,0.22930517534839115
1992-03-01,0.07379999831448035,0.016837594737179277,0.23373978065907167
1992-04-01,0.07403386211010787,0.01615316104297437,0.22388025199349113
1992-05-01,0.07461202338669881,0.016103180429960246,0.22573782634683445
1992-06-01,0.07595256539098476,0.016890984877892135,0.22474861897617612
1992-07-01,0.07694255334855454,0.016948150998418746,0.22539943269550833
1992-08-01,0.07695662444847584,0.01670766903292568,0.22599422058840982
1992-09-01,0.07627625982410723,0.01677722056168607,0.22876120194220942
1992-10-01,0.07520653665279817,0.016733355325772588,0.23119395485179994
1992-11-01,0.07466436449886686,0.016854432393490257,0.23515390378534248
1992-12-01,0.07407308468551675,0.016650311190777502,0.23715321876134346
1993-01-01,0.07381230014601861,0.016336094601301854,0.23477916583315406
1993-02-01,0.072817770183354,0.016063076397844742,0.2325990044832411
1993-03-01,0.07151067089931047,0.015789122714096934,0.23450539901543424
1993-04-01,0.07091867674672303,0.015984167081674164,0.2348443208809465
1993-05-01,0.07068242112881265,0.01592477408264033,0.23931776576884609
1993-06-01,0.07070237750931113,0.015730586632804744,0.23647983636170902
1993-07-01,0.0700903078459932,0.01577280607385872,0.24193946483359408
1993-08-01,0.06903303985326961,0.01549784959209744,0.24138927746117886
1993-09-01,0.06800952994763775,0.015431189364607098,0.24133398919306415
1993-10-01,0.0675152238144943,0.015214098538000436,0.2381801471411258
1993-11-01,0.06693131102297036,0.015201224301126299,0.24236294163425506
1993-12-01,0.06620696392262167,0.015382403379460471,0.2519583476809235
1994-01-01,0.06572434914304219,0.015421976864331251,0.25524168929103225
1994-02-01,0.06566800265128317,0.01563309779076039,0.256586130051878
1994-03-01,0.0655735652261746,0.015394129608175827,0.2559496322004564
1994-04-01,0.06480632759105684,0.015418648362454782,0.2600794977169145
1994-05-01,0.06308529349111298,0.01505484471701266,0.26904327154328495
1994-06-01,0.061672269203552545,0.015088296325873177,0.2684400298514737
1994-07-01,0.060684971705240176,0.015103355297769154,0.27026997591369306
1994-08-01,0.06065445336124389,0.015279263224715846,0.2685003808657583
1994-09-01,0.06003249586894574,0.014987937173745233,0.2761136846914063
1994-10-01,0.05906998951394855,0.014112691913063254,0.27421839014293153
1994-11-01,0.05756565355260232,0.013913012819272487,0.2766857377953396
1994-12-01,0.05621366179690776,0.014097676872552966,0.2863745934920692
1995-01-01,0.05552186202110943,0.01504922919414242,0.2916530463933235
1995-02-01,0.05501592528786655,0.01479061067844088,0.29294299631074344
1995-03-01,0.05479993404954039,0.014679896575112717,0.2851515290738878
1995-04-01,0.055401206057981045,0.014411901131307858,0.2795491672037537
1995-05-01,0.05605184323706321,0.014655426939984798,0.27414333344391756
1995-06-01,0.05676577834292972,0.014784822917288824,0.2720205984345112
1995-07-01,0.056504441665542804,0.014648445601523273,0.2756523580509132
1995-08-01,0.05657161796547355,0.014968344743178786,0.2815409185187178
1995-09-01,0.05660615022660667,0.015007821261655981,0.28032630288074434
1995-10-01,0.05605305350855152,0.015084009845998681,0.28726146487592175
1995-11-01,0.055867749446625516,0.014772105174740273,0.27845951714473766
1995-12-01,0.05574358126323179,0.01413970098705026,0.2718209532100257
1996-01-01,0.05616716405074168,0.014176717404772965,0.2642117615298396
1996-02-01,0.055836400513826594,0.013838506493810231,0.26899602200909833
1996-03-01,0.05547980033374016,0.014062950922522794,0.27582219404841224
1996-04-01,0.055177987330933785,0.013719108047511768,0.27351363521108835
1996-05-01,0.0553542251910796,0.013988228695984704,0.2698877315697861
1996-06-01,0.054727414281718345,0.013966373312856798,0.27358122535906165
1996-07-01,0.05441307219559083,0.013971003220266632,0.2765183579084616
1996-08-01,0.05301440331319119,0.013535540595011957,0.2898054778844692
1996-09-01,0.05261938063717946,0.013601038315027042,0.28838869018791197
1996-10-01,0.05177739566721897,0.013308831616725811,0.2936371035938594
1996-11-01,0.05253062906196224,0.013849652315650822,0.2804989052125219
1996-12-01,0.0531300634898895,0.01334766445699622,0.2750492511483354
1997-01-01,0.05337398056135816,0.01384568484045573,0.28046324638413883
1997-02-01,0.05299223829693733,0.013669983676869994,0.28811628100140885
1997-03-01,0.05226919847700201,0.013755498142154552,0.2970923237554745
1997-04-01,0.05149822916065333,0.013365052035881354,0.2910821727976933
1997-05-01,0.050311245752136156,0.012936982406972183,0.2964684785850035
1997-06-01,0.04977902295193209,0.01347359006563188,0.29612708384207914
1997-07-01,0.04918968138283856,0.013350179191433368,0.30532695343782046
1997-08-01,0.04901548122646788,0.01317605848291252,0.29395109077501286
1997-09-01,0.0486102360459057,0.012646013689914581,0.2883348389977908
1997-10-01,0.04810131312574581,0.012649512426993928,0.2841687087905354
1997-11-01,0.04733080089699665,0.012675524253668585,0.2932164007691035
1997-12-01,0.04683652861288651,0.01319725563612417,0.30405907331942733
1998-01-01,0.046574480168785154,0.013163838605923767,0.302437625516421
1998-02-01,0.046552598825610726,0.013551480458021833,0.3053238930731687
1998-03-01,0.04641214843633467,0.013294264962171972,0.2999077166818815
1998-04-01,0.04536803325018376,0.013026941696270026,0.3162424763806165
1998-05-01,0.044710665574494345,0.012770757782925442,0.3099172836175033
1998-06-01,0.044176446221064,0.012451113093625753,0.31406760424813757
1998-07-01,0.04490089631707838,0.012835769160311629,0.2987688736055852
1998-08-01,0.04519972387645621,0.012904725078020691,0.30651569230532855
1998-09-01,0.04532142842578346,0.013125984363217687,0.307743082882365
1998-10-01,0.045296275890906755,0.012964690613646185,0.3092654935833547
1998-11-01,0.04501823333675292,0.012832629943377624,0.31062156743476577
1998-12-01,0.04433573096966884,0.012794408121148931,0.31187112885674095
1999-01-01,0.04352788085123641,0.012490923647485705,0.3140378992646287
1999-02-01,0.04349219888090978,0.01270630903014929,0.31013781941220814
1999-03-01,0.042883878200448845,0.012293724314642767,0.32366532304224177
1999-04-01,0.04295558194670115,0.01256161695943979,0.31174362633610414
1999-05-01,0.04218601505304798,0.012419229648374122,0.31695103326919466
1999-06-01,0.04252820395487102,0.01258377989309898,0.30175838735798205
1999-07-01,0.0425288270355163,0.012391879088869828,0.31194930664369563
1999-08-01,0.04259716198897875,0.012178443820530785,0.3155733225448463
1999-09-01,0.04248133837612941,0.011831666634519322,0.3186757322447251
1999-10-01,0.04185806807214773,0.011819249225600598,0.32183486065999034
1999-11-01,0.04150823773072973,0.011822685318154452,0.32706141020112317
1999-12-01,0.04082940096208331,0.01203003741121078,0.3362526589275405
2000-01-01,0.040423632788121784,0.011957079056477818,0.3479399957872866
2000-02-01,0.040523695178537544,0.01204861280444902,0.33323012912966693
2000-03-01,0.04049781105341835,0.012048055201479932,0.3286652674472192
2000-04-01,0.03992240603915509,0.011828528340085506,0.3295614746459338
2000-05-01,0.03969485001827738,0.011851966103711656,0.3241460572493116
2000-06-01,0.03948838704674495,0.011725687515203262,0.3232067471864583
2000-07-01,0.04015412849350392,0.012280500706886676,0.3146718186772904
2000-08-01,0.04036431519261194,0.012352709647941771,0.32285064537937064
2000-09-01,0.04031027067602117,0.012466053928908644,0.3248365279173678
2000-10-01,0.03977997589503176,0.011957515656904701,0.3289286573370593
2000-11-01,0.039238296847227426,0.011272272296438374,0.32567428834375695
2000-12-01,0.039192194632783,0.010837109459818103,0.315083825676617
2001-01-01,0.040219662215938284,0.011323891275831437,0.3002759243983723
2001-02-01,0.04119578903541626,0.01200685139811566,0.2994886816146763
2001-03-01,0.042308442600205054,0.012752449614026587,0.30166574798371065
2001-04-01,0.04290669958637705,0.012934805580751295,0.30174776142182386
2001-05-01,0.04326308363164367,0.013147639400013789,0.3104105332263789
2001-06-01,0.044116879762990724,0.013407659945783251,0.305903235851169
2001-07-01,0.04483232790112603,0.013429628933243743,0.3061315759250926
2001-08-01,0.04673420615367513,0.01378986213180601,0.2878326685296689
2001-09-01,0.04819141099792912,0.013659229310835679,0.2850870377996116
2001-10-01,0.05071583722774866,0.014150656024341688,0.26978895773440853
2001-11-01,0.05282785046325369,0.014549572749819445,0.2675315679590676
2001-12-01,0.055369403355283474,0.01497502354647135,0.25721635257610537
2002-01-01,0.05652506438758364,0.015258144073912945,0.25939175600478764
2002-02-01,0.05696091382316082,0.014862125241191937,0.26567354012069044
2002-03-01,0.05704380412586577,0.014607804941089908,0.26865411651588883
2002-04-01,0.057893966213886705,0.0142927269589129,0.2635571551864589
2002-05-01,0.05827991179610725,0.01391568325026714,0.253467372352609
2002-06-01,0.058441518378437786,0.014164207448171194,0.24466934981631952
2002-07-01,0.05794973653585236,0.013975482648408163,0.24417972889551784
2002-08-01,0.057721901543904115,0.014304208156067274,0.24731444926432955
2002-09-01,0.057297818148795365,0.014003331473999832,0.2559916587067506
